Sentiment,Tweet
1,"@adambeaugh you NEVER invite me to shit, buddy. *sigh* "
0,Anthropology is fun... but can sometimes be tedious 
1,"Lets twitt it!   There's cheer tomorrow from 8am- 12pm break 2pm- 5pm. Nice eyh?  Btw, tomorrow is our last day with Steph, the coach "
0,I dont like the dentist...they make my gums hurt 
1,"E just asked how to go around the pole. What next, clear heels? "
0,Lauren's party was fun. Lauren got an AMAZING laptop I call her old one I get her room that's the only good thing about her graduating  &lt;3
0,"argh once i got him chat with me, suddenly he's offline hiks "
0,-cant sleep worth a nothing!  ugh! i wonder if fresh prince is on!
0,@AliaS_ZoN3 I'd love one but 1) I am in busby and 2) I don't have my wallet 
1,At the conty now. Am reading the 130pm news. 
1,Charging this thing. Oh and yes I am still gonna study  school tomorrow
1,I only #ff my faves and people I have tweeted with! check them out! 
1,@CrunchyK http://twitpic.com/6ccx0 - LOL... Full Service Baby 
1,"What an interesting dinner conversation!  Now, back to that dang presentation!  I still have 16.5 hours.... "
1,cute girl is finished with timing That Fool 1~ editing stage and waiting for spot translation. 
1,psyched about my starbucks card. thanks lynn! 
0,@TDLQ awwww...   you have no idea how bad i wish you were here!!
1,just might be paranoid 
0,Almost ready for new Beta.... until we found a showstopping bug   Please standby.
1,Currently Listening to Craig David's Don't Love You No More 
0,I hate when I stay the night at someone's house and I forget to bring clothes with me. 
0,sad to be missing pride this week end...  
0,@RyanOConnor Totally feeling your pain right now. [TOS] deserved best book.  #tonys
0,has just realised it's D-day. How awful of me not to have remembered  blame the anglo saxons.
0,Do you have one of those songs that makes you cry whenever you hear it? I do and it just came on my iPod.  Bawling my eyes out now.
1,Importing pictures from my digicam to my laptop. 
1,@Flbreeze88 another vacation? dang girlie 
1,ish okay my loveee 
1,"my twitter first! Had to try it...looks fun...time for bed! Night, new friends  Pls..good thoughts about that grant-update tmrw. promise"
1,Five guys  hahah what a crappy paying job...there better be cute boys that work here. Or at least fun girls!
1,"@eyzrbrn it's ok babe, spreading the word "
0,@heybabeitsnikki been there done that. i cried earlier 
0,@DonnieWahlberg  Donnie EuropeÂ´s fans need a show.Only show!!!! Or only words of you!! We need New Kids on The Block in autumn  We miss u
1,@ZyphBear Not in our guild.  
0,Watching &quot;do the right thing&quot;. They just killed radio raheem  love spike lee
0,Im at a NKOTB Concert n all i can think about is @imcudi!!!  cant wait 2 c u in concert!!!
1,heading to finks so she can curl my hair for graduation! no big deal 
1,GUYS.. I'll go out now.. see ya.. it's just 30 minuts.. 
1,"so um, my heart just kinda melted a little bit. today was ____ ;) .. cool fries!..and hot fries  ohhh"
0,Hopelessly searching for an exotic glue that they don't sell in NZ 
1,At lunch....until soon 
1,recommended Mac app of the month: MainMenu very good for cleaning and maintaining your Mac 
0,@jenniferawhite so sad this was cancelled 
0,I'm never going to leave the office. Now I have to catch the 7:35 train to get home at 9pm 
0,so happy!!! well tom. is friday!!! SHOPING TIME!! got my orders already don!!! except for the skit!  huhu!!!
0,Uh oh- Li hing-induced tummyache. Not the best breakfast food 
0,my knee hurts .. also my back 
0,@mayawesome thats not a good thing yano. I WANT MANCHESTER TO BE THERE. 
1,@NCantarano I know - if I could just repeat senior year over and over again for the rest of my life I would be sooo happy 
1,"@Duykur Many of our readers arenât just bookworms, theyâre dating, too! "
1,@fedgrub im glad your friend is ok 
0,@PrettiiBrown Really!? Oh no! 
0,Good Morning #madrugadores!! I predict another day powered by coffee 
0,My 5 days off and mini vaycay in NYC flew by way to fast 
0,"This weekend is over  BUT HEY!! 4-Day Week, 3-Day weekend  Yesss!"
1,Sitting on the dock on the crystal coast eating lunch before the wedding - nice 
0,"I really should be doing classwork/homework, but I just don't feel like it today! So I don't think I will! "
1,"@jameshazelden all of your haiku's have been great, but this one's very pretty  and pretty true of human nature, really."
0,Nuvo with Cassie while Danny &quot;lame-o&quot; Chan &amp; my bgff Chris Tung freakin study  Whatta waste of a drive! Thaanks bro!
1,@staceeeeee ALSO YOU TOTALLY HAVE TO COME OVER WHILST THEY ARE GONE. 
1,solsolsol 
0,Ughh i'm so bored  2 am
1,Busy so far today. doing well. Cooking now. Will share about it once i'm done and settled in 
1,@JeniPoynter_x  cool  did you meet your friends ? lol x
0,"@Ianjamespoulter yeah but at this point, do you even feel loose like before? it will totally change play "
0,Driving up to fontana now. Talk about the most boring two hours of my life. 
0,@disappointment In Second Life. They banned me from their sex beach. 
1,@djmsquared1 same! I was gonna say 23 to 25 but thought that was cheating lol born Jan 25 
1,@cinnleigh Hey chica!   #20BoySummer
1,I love working on a Saturday. 
1,@_Flik_ Awww you getting all confuzzled ! 
0,I still feel terrible.. 
1,SEXTA FEIRAA *-* #FollowFriday @britneyspears @brunoinsiders @loosho @portfreak @RealBRITannica 
1,Gershwin's Rhapsody In Blue and a nice cup of coffee to start the morning  Hoorah!
1,@karthikh its good  well see you soon!
1,YES! I DONE IT! at last.  my homework is ready dx and i can go waaalkiiing because the sun is shining ^^ oh yeah.
0,@renees didn't have phone yesterday had to leave it to be charged  hope u had a good lounge day - call me if u still up?
1,Happy Kartini Day! Does anyone still remember about Ibu Kartini? 
0,Work is going by sooo slowly! 
1,@alexderossi u really miss your mom huh?  lol.
0,@wethedan stop making me jealous 
1,@cookie_crumbles all the best for art attack. thanks 4d follow 
0,"looking pretty scary out my 5th floor office window... storm approaching! If i had an iPhone I would take a picture, but I don't, so... "
0,@DjEaseback The same &amp; weird dreams that are coming real!AARGH!!My ex(scorpio boy) buried his lil girl  last week which was an awful day 
0,@stacey_baby I am lost. Please help me find a good home. 
1,@MrsSmith007 people like you always have all the fun....do you notice the english wit.. aka sarcasm  lol have a good one 
1,@LynnRose  Have a great week. I know you'll knock 'em alive! Will talk when you get back. 
1,@DaySpringCards So glad to hear that! I'll be emailing you shortly. It's been a hectic last two weeks..I apologize for the delay 
0,@PauLLdoubleE r u serious i didnt even know u had that up now ima go check if thats true of ur not p.s. ur not my buddy on FB 
1,"omggg today was so good  i got burnt a little, but no where near as much as hannah :| she looks like mr crabs LOL"
0,MY COMPUTER WORKS!!..but all of my files and everything is gone 
0,NO MORE JOEL GODDARD! 
1,http://twitpic.com/7ihy4 - old pic; but its still a kiss  @Songzyuuup
1,yay rod stewart 
1,surprisingly sunny day in san francisco! 
0,is graduating today... 
1,Finally back online after almost a week on the road and in PA. Great trip; more updates to come 
0,scariest storm ever  and im stuck at work. someone hold meeee
0,FOLLOW @Ms_Stephy .... SHE GETS HER OWN PERSONAL SHOUT OUT... KUZ SHES JUST SO POPPIN!! LMAO 
1,"facebooking, haha  ! im just staring &amp; thinking blanks now. i still cant wear those asics shoes, after 2years i have something new "
0,homeworkin the rest of the day  haha
1,"Holy cow. This Orca refactor is, like, actual work.  I'm glad @wwalker did the speechgenerator stuff first."
1,@andyamholst Guter Hinweis #open source ecology  -  liebe GrÃ¼Ãe nach Mainz !
1,@LizNewLifee charlie tho 
1,"@johnnyBee1 nope, happens to me all the time. your brains trying to tell you something "
1,@MatBlackmore I have a worm composter if you're short of 'extras' ! 
0,@kissykayy  i sorrrry! theres NO food?
1,I'm in bed. Going to browse the web for a bit then sleep. Which is actually the primary purpose of the bed. 
1,"Going to see the HM movie AGAIN today  and then probibly again tomorrow, ha i spend my holidays off school so productively "
1,@Tuhtsqueen amazing how FATBURGER at 12:41am has not taken physical advantage of you whatsoever...get it gurl! cheea! 
1,"@DenverCatholic thanks for the comment @ examiner.com, btw! I appreciate it! "
0,"That sucks  Didn't notice this. Target is so cool in many other ways... Some people should write to them, and... re: http://ff.im/48MVO"
0,"jonesy, our juvenile rooster, is not doing well. I'm torn on going to extraordinary lengths considering I didn't want another rooster. "
0,@nileyworldtv oh that is happening the same to me  but i haven't see her in like 6 years :/
1,@reed_mangino Remember what? The switcher or the 70s rug? 
1,i'm so...oh! // back 
1,"@candyschwartz I'm on Harvard Ave, see you in 2 min. "
0,Damn. I have all these beautiful orchids and my good friend to give them to is now gone. No more flowers for Esta 
0,it's a side effect of all the blow.  
1,Just scrubbed the oven to a very shiny shine  and have locked my front door to avoid an unwanted visitor this evening!
1,@tedmurphy goodnight 
1,@lbchaser hey dude hope your doing good  miss ya ....
0,Where are all my fellow twitterers? I feel alone 
0,"@missmadeline mine won't scroll down, only UP  lol this is saddd"
1,wish i could take a nap in a hammock.  Jon- cant we install one in our apartment?
1,@fevasenseless what? 
1,@KayTyler I've been looking up some Annika vids on youtube. Fantastic swing and yup her record is incredible. I'll put her on the list 
1,@ZuskaZoraya 2 cheeseburgers and a shisk ka bob ketchup on the burgeer pleaasee  thanks o yeaa and mayb some potato salad 
1,"Finally, newb mistake "
1,"i adore her, she's a hard worker "
1,@krowt it was so good! I loved it! 
1,listening to worship  and maths again :|
0,"i'll never sleep at 7am again.  but i got Mos Def now, who cares?"
1,i sooo love ramiele's new song. &quot;KAYA&quot;  she knows how to speak ilocano FLUENTLY. that's incredible! i only know &quot;anu nagan mo&quot;. haha. )
0,"@ShantiSaha heeeey Yoooou!!!  I M U 2!!!  Awww I get off at 1030   Oh yea, I just got the memo  on following indie.  LOL"
0,gahh i have to work today  i really need to have some &quot;me&quot; time...
0,should prob sleep but slightly wasdted!! work atv 10anm 
1,@ryanpthompson @rmulle you are welcome 
1,"About to head out on uncle Bill's boat, then celebrating Joanna's hs graduation! Back in Cary later tonight "
0,my hearts breaking for those families who lost their child/children in the daycare fire  35 babies gone.. I can't even begin to imagine.
1,Finally!!!! Dollhouse on Fox8 from June 9  Big happiness!! Only problem is conflict from the Back Page. I shall win the battle...
0,angels and demons in like an hour or two shower fer now...i hope now that my hair is cut its easier to straighten. I miss richard 
1,ABOUT TO WATCH 90210. YAYY ! 
0,@sarahlasvegas http://twitpic.com/6cns4 - no david?  but me likey
0,@One_Mean_Spider I know what ya mean 
1,Watching a collectors edition of tom and jerry lmao those are some funny cartoons.  Happy Friday 
0,off to bed...alone  go to www.lottabooty.com and then dream of me...and u
0,@guccigabby Aww! We were wondering where you went 
0,@Poage_Photo that game was pretty fun to watch. The Swingers are kind of bitter rivals for us 
1,"Dear Yoko, do you play guitar yourself? "
1,"Such an awesome weekend!!! Sooo fun!!! Holidays in 4 days, can't wait to be back home "
0,Oh my God...I'm so hungry.. 
1,Let's celebrate with lobster  yum
1,@percussionpanda I would send it to the guys when you get a good amount more and tell them to keep a look on it 
0,The cotten candy was bad 
1,"@themadfiles I know it already, but some people I follow go to a spore event or get the new game. ;-) But hey, if they like it. "
0,bummed that I missed the UFC fight last night 
0,@FoneArena I have lost my Leather Pouch which comes with box. I am not able to find any crystal cover over the net too.Please Help 
1,"Off to work. Yay for new hope, new dreams, and new ideas! "
1,@tommcfly Please say &quot;Hi&quot; to all your german fans..  Xx Evi
1,@nickybyrneoffic glad you are enjoying the sun today  dont get too burnt haha
1,I'm looking for the follower no 180 for http://blog.chobots.com ! 
0,my throat is sooo sore right now 
0,Really want to be in Dallas right now... 
1,currently watching Twilight on Dvd and wishing edward cullen was mine all mine haha 
1,"Now, off to TAG. I've been missing those kids! They always ignite the fire inside of me "
0,scared of the swine flu. 
0,@djscream umma need you to follow me homie! 
0,howwwwwwwww do i set a picture on this thing????? 
0,@KrisBenbow Think of your number and double it 
0,is pretty sure she is sick! 
1,I kindly suggest frozen yogurt to take the edge off. I will show you a great place when you get here! 
0,"Ruh roh, half of my backyard is underwater. Methinks there art drainage problems on the new homestead. "
0,"Sad, and short story.  "
1,Found my wallet where we went off roading the other day all rained on and sticking out if a dirt mound  crazy. So my mom isn't too mad
0,@iRala PLS Do a Brandy song! Boom! Come on I need some inspiration..in a funk!!! 
1,my face feels amazing right now... did a salt peel and exfoliated and moisturized..omg is my skin smooth! 
1,Eating swiss roll... hmmmm... 
0,"@sarahlinley me, I was officially the only one who bothered to participate, I lost 7 pounds, but I think I've put a couple back on since! "
0,i miss my best friend ALEXIS LAPREE KENNERLY!!! even though your not talking to me for 2 months 
0,.almost out of work 
1,@RheaPerry Had to change my twitter account ID...hoping you will follow me again 
0,I'm really not looking forward to going into work today   Weather's too nice outside!
0,"@Mark_Braunstein listened to the blue grass  version, I love pink floyd, like blue grass did not like it at all "
1,@John_Corey cool - will have to check it out - thx 
0,I had an awful nightmare  Ash is taking me to lunch to brighten up my day. Then I'm gunna call Mike and yell at him for forgetting me.
1,"@Sandman1981 Nope, licit, meaning legal.  Opposite of illicit.  Legit would've worked too, but wasn't the first word I thought of."
0,Isn't getting updates when singmeasmile tweets. 
1,is the birthday girl 
0,Working from home...son's allergies are killing him!   Drop by for a visit www.ideastorm.com
0,It's times like this I hate that j is away 
0,@stefinraleigh Maybe it's all the pollen in Raleigh rt now.I've been waking up w/a headache evry day 4 a wk. Exced. Migraine not helping! 
0,MAN!!!! ROGERS PLEASE BE LIKE AT&amp;T AND ALLOW US TO UPGRADE SO I CAN BUY MY IPHONE3GS ON FRIDAY  *damn right im crying lol* #rogers
0,"im officialy going now, im very very very very very very VERY. tired   nighty night twitterland â¥"
0,is sad that our landlord wont let us have a dog 
1,All to Myself -Marianas Trench! AMAZING song !! love it 
0,"@nanillac I actually bought it over the long weekend, read it in 2 days. Note well the copy that turned up is NOT the one I reserved "
0,Walks with my Grandma are peaceful moments à¥? I'm gonna miss her...She is leaving to go back to India tomorrow 
0,"Had a fight with a good friend today, and now we are not talking.......  makes me very sad...."
0,Thinking of Shia and Megan and wishing they knew i existed 
0,"As if the rain isn't depressing enough, I'm doing my finances for the month  Tesco get too much of my money!"
0,I Miss You. I really really Do . 
1,Sweet summer here i come 
0,"@ememmyem Bwahahaha! Um, I think you have a great point. Though, technically SMeyer is the creator of canon, so it qualifes. Sorry. "
1,"@MoREthANHuMAn :hysterical laughter: Miss K, you crack me up! "
0,&quot;The chances of finding survivors are tiny.&quot; - Sarko  228 feared dead http://www.nytimes.com/2009/06/02/world/europe/02plane.html RIP
0,making lemon bars looks hard 
0,@Kelliekk how gutted am i i live in the uk and im not there 
0,"@wilbossman Would love 1 but costs too much.  Sorry I missed your PSN message btw, was making cupa-soup "
1,EATING HAHA!! 
0,"I'm super sad face at the moment. Everything, my life during my hs years, are all the memories are GONE. My laptop officially broke .. "
1,@wossy - good idea 'can you lick it' game 
1,I just tweeted my science teacher 
0,Alcohol has warn off..my foot is majorly effed up.. 
0,@jordanknight yay!!! can't wait!!! are you going already???? 
0,"Tough start this AM, even w/@Lakers win last nite! TILT phone's pwr jack acting up again~grrrr! Palm Pre is out but only 4 Sprint "
1,"Saw a baby, got fed, good day "
1,@creamteam I was gonna say... 
1,"@DeeDee0517 hate to tell you this, but i just ate brownies w/ cream cheese frosting  "
1,"HAPPY BDAY 2 1 OF THE GREATEST MOST UNDERRATED MC'S 2 EVER TOUCH A MIC BIG L (RIP MAY 30th 1974-FEB.15th, 1999) See he's a fellow Gemini "
1,@jordanknight just wanted to tell u hi! Love u &amp; miss u! Can't wait for Chicago! It'll be good times! Yay 
0,i want warped in aus! but i can guarantee you that it wouldnt be half as awesome as the US one. 
1,"@tommcfly Norway won eurovison, United Kingdom came 5th  love you tom xxxx"
0,I want to go home  This school is like jail... -.-&quot;
1,I missed the review classes today! haha.. and that's super fine with me 
0,Somebody save me! I don't want to be sick 
0,In a car. Driving 2 hours north of San Fran to ukiah. Getting sick into a trash bag about every 10 minutes. Shoot me now 
1,sweet. I'm screwed. :/ shelby 
1,"@jannarden I can't believe it...you have a cat???   Have a great day, let us know what movie you go and see. "
1,@relizao if you like 2 laugh..have a good time..follow me..its just that simple 
0,@rsmith86 I want veggie cupcakes. 
1,"@mtarkhov Max! How are you?   *hugs* How was paint ball? Oh &amp; thanks, u just made me blush. "
1,Yum! Strawberry Cheesecake Ice Cream from Bubbies for dessert. 
0,@summernags aww i did 
0,@mclass21 me too 
0,@crawlspace Great.  I better tell my siblings who don't drive. Lucky I picked up an ID req. package for them yesterday. Thanks 4 heads up!
0,"Counting down!! I'm getting kindergarten writers block. How is that even POSSIBLE? i was over this 14 years ago, so long ago! I'm so old "
1,@PinkLightning_ ok   I like 30STMs song &quot;from yesterday &quot; it's my chill out song 
0,had an awesome night last night. however this morning wasnt too great 
1,@bfrankahf oh brian what would I do without you? 
0,"Oh no, baby's awake. There goes my F1 watching. Yet another DNF "
0,Just got on to do college work thinking bout my baby darnell. 
1,@LainaxBaina i didn't get it! Yum sushi 
1,going to rearrange makeup into more user friendly storage  might do a video later.
1,@A_lange yes yes it is  glad you converted 
0,"I need to find some time to work on my crafts, I think its been two weeks since I last sat down to sew "
1,Dublin is amazing!!! Such a dope place. London tom. I'm even more xcited  shut eye time
1,"@mmonicus Well, no.. My mom's making me retake it in August. So, hopefully I pass. hah "
0,@kencamp Skype final version will have chat over network and voice ONLY over wifi. Carrier's rules 
1,@xclomipraminex hey I like your hair thx for the add 
0,I miss Lost.  Oh I know what you'll say. &quot;Come on man you've been watching it too much.&quot; I need to know what happens next!
1,@KunalGautam m sorry tired.......no mood to talk tech....nd cant talk sex with u 
1,going to work again... but then I'm off for a week.  yay for summer.
1,"Love Twitlonger ! &lt;3 hahaha, I didn't know it was ! haha, Love you and don't forget: Love, Dream, Peace and Fun "
1,"@kim_kelly I cried at the end of Rodanthe, and some before the end.  It is a very touching movie.    Better than I thought I would be. "
1,yasssss diversity!! glad it's not susan boyle 
0,"Thanks @maynaseric, I would, but #followlimit'd  http://tr.im/followlimit for info.   Hi @jshe - ICT Teaching &amp; Macs? Seen @MovieFest? #FF"
0,"@enjoyyourbunny Yeah, that's like...three and a half hours at least from me "
1,"@BarbaraDanza You will get the hang of it! If I can, u can! "
0,6 hrs in heathrow airport - only another 3.5 to go 
1,"I hate other drivers. In fact, I hate the general public! Grrr... "
0,In a terrible mood. I need cheering up 
0,@brainpicker I was going to surprise you with a gift of good but it requires and address 
1,@chelsea_craze thanx for the hint. didn`t know it before but i like it 
0,"I'm hungry, mom still not done cooking "
1,@DavidArchie I just watched your Sis performance and I really love it.  you seem to be REALLY busy. Take good care of yourself. ;)
1,Signing off for the day - tweet you all tomorrow 
1,@EhMahLee Yay NIN!!!   And Johnny Cash too I guess...but NIN!
0,Not looking forward to waiting for the streetcar in the rain! 
1,"@jordiver2 If it makes you feel better I scolded my friend Joe too: he DMed me and didn't stick to 140 characters, so I got two texts. "
1,@BlkwithWhtStrpz Thx 4 da welcome msg - hope u have a fab day  
1,@allaboutenergy Hey Beautiful Lady and to you also. HOpe you have had a lovely weekend 
0,"Second drink of the day, too busy  http://twitpic.com/5ow3o"
0,"@dolcegrazia been there, felt that.  *hugz* ilu"
1,Good Morning! 
1,Just because... 
1,@Wossy morning! Do you deliver? I an ill as well sorbet would ease my throat 
0,"@toritos naw, it's like religion, it makes you the better person for renouncing buddah. or something. "
1,@NyceBilly heeeyyy sexxyyy!!! love tha pic 
0, I'm very sad because I discovered that @dylansprouse has got a girlfriend...   I'm in love with him... 
0,"@tommcfly That sucks, poor you "
0,i'm freaking tired. i'm nervous about tomorrow because i'm turning down the guy that asked me to prom  fuck a duck...seriously.
1,@Kusmar07 i will do .saturday is gonna be fun but a long day.out all day.lol 
1,@maggiephilbin why limit your story to 140 ch. Tell all what is annoying you at www.iamsoannoyed.com 
1,@BlondeByDesign Aww just saw your msg! Thx we're good ï¿½ ready for a nice dry weekend. Dry in terms of rain that is!  How are you?
0,"Wow, $2 whole dollars and only 7 tickets "
1,@darciec Thanks for the tip  I need to start playing again!
0,"Just noticed, I'll most likely be in Valentine when the Jonases are in Omaha. Too bad It's like eight hour drive. "
0,"@darasheed While you were crying on my shoulder, I was crying on yours too..   ~sigh~"
1,@leopauld Please let us know if you have any questions about web hosting or domains 
0,My fucking car got a punctured tire... And my dad thinks someone did it to me. 
0,so... it's pneumonia 
1,@jentheju don't cry 
1,@kapz17 I just installed that one 
1,"for the life of me, I cannot stop liking that boy...even if he does act like a dbag. :/. also, yay for being home "
1,"Had a great time at family BBQ, everyone absolutely lovely andconcerned, asking  about my health. Bless them.  So kind. "
0,@uncommon_sense I'm still waiting on my #canlit flask from @smack416 - I'd trade my harddrive to've had one during #NXNE 
0,I hate getting my oil changed. I hate saying no to things i know my car needs. But i cant afford it at all. 
0,It is 5:14 in the morning and I can't sleep 
0,@kmack1023 I missed the FedX truck!! Only have a slip to pick it up after 6!!!  
0,"@hellosascha see i think @joelmadden thinks the same now. Its not the real the rev, bummed "
0,"@ponyy nah, i think you better come kill them for me, they arn't here yet, i don't even know if they are coming baha i hope not !? "
0,@BeaMarqz IMY2 hell i miss everyone. too bad i have swine flu 
1,@Royal_3 She just super duper willing to help someone out 
0,@manderzz Not talking to me what a meanie 
0,"I woke up with a sore throat and weird feeling sinuses. Normally it goes away, but it's still lingering. Ugh. "
0,oh man. things look bleak in iran   #iranelection
0,@laurenRIOT_x it's only on in glasgow 
1,"After cleaning, washing, shining and ironing everything in sight, I'm taking a new book out to the park  Later!"
0,I really really need to get away from all this sort of shit 
1,@KimishaB  if you like 2 laugh..have a good time..follow me..its just that simple 
1,excited for important meeting today.. 
0,"@hedydd: at last! rhywyn i actualy gweld twitter fi ;) yea, v'n busy tan y 20th.bad times  ti'n ok though?"
1,Just got back from KHOLS or however you spell it. Got a prettyy outfit 4 skools spring concert 
1,@jaddiamonds148 thank you for following.. nice to meet you.. 
0,I think I need a sleep aide medication. 
1,Ahhh nada como empezar el dï¿½a con el pie derecho. I belive I ca fly. But I won't try it 
1,@Paullebars LOVE that song! 
0,@matthew_andrew lmao erm i do loads  im in it up untilll Stronger
0,@wafflesgirls 
0,@sankofa1327 I want a kitty!!! And a puppy!!!! My parents won't let me though cause they say I won't clean up after it... 
1,giveaway soon 
1,@johnmark nope. Not missing anything at all 
1,The only thing keeping me going is that my Lakers are giving me what I need 
1,Watched state of play..pretty good 
1,"#myweakness - follow me &amp; see  i have a few weaknesses, starting with shopping &amp; shoes! haha!"
0,"Back from aucks, was a lovely weekend. I met the black flanker that plays rugby for France. Got a photo with him, but he was too dark. "
0,cleaning. 
1,Web Designing...   business planning...  got fever for 2 days but... fully up by tomorrow!  The show must go on.  
1,Y is this naggin ass twigga beggin me 2 give him DJ unk's  Management number?? let me see what I can do about ME 1st sonnie boyyy... 
1,Will be watching the India game. Good that we're batting first! 
0,Rain is Shit 
0,Got back from rehearsal and fell asleep til half ten  Evening destroyed. Watched Disney's Robin Hood and Blackadder with a bottle of wine.
1,@ddlovato ur watchin such grown up movies!  u lik thes kinda movies..
1,@selc ooooh.. kk.. using honey is a luxery sel 
0,@SarahStewart And good for you! (I can get sea-sick on a millpond   )
0,i dont wanna go to work 
0,bn is NOT playing bam tmr 
1,@WhiteHotTruth Thanks so much for all the inspiration! Definitely got my fire rekindled 
1,@YungCEO now I am 
0,I know u need 2 talk about it but it's a knife through my heart every time I hear about it 
0,"@sdwndr lol, someone needs to!!! he was so ugly to the point where it hurt me.  and he looked like a douche in his user pic."
0,My puppy Is having an allergic reaction 
1,goin out in the city (chicago) with the ladies 2nite! yay! 
0,I feel really really sick but i'm at school anyway... Probably not a good idea 
1,graduation at marina with morg and macyy 
0,by far THE saddest song ever  http://tinyurl.com/dhzklu
1,I get to spend a week with @casualtybrand ! How exciting! 
0,@enhance_me ooooo I hate that!! I'm trying to tidy up while Moo is undoing it behind me!! Its far to hot outside  
1,think imma go to the bank later this week. Ri.Dic.U.Lous. Off to the gym 
1,@Smuvassilk I thought I was the only one who thought that..we are on the same page 
1,I woke up smiling bc lastnight I went to BED laughing  Thanks yall!
0,first driving lesson  i'm so behind.
0,GOod Mornn Mah Twitt. Fam UGH I Kan Honestly Say That I Dont Wanna Go Tah SkOol Today; I Just Wanna Go Bacc In Mah Bed  Why Meh
0,@flarfu Shouldn't you be cleaning and not watching movies? Dad wouldn't even let me in the house yesterday    Thanks for the mattress!!
1,@srdill  you'll love it - it helps
1,"@ClosetAmbitions hahah u are hilarious  good job on refraining tho, it's quite a blow to a man's ego"
1,@TheArabObserver Happy happy birthday 
1,@Bass_ Be very grateful if you'd turn me green 
1,@GumpusMaximus sometimes I have to to outside! 
1,@andyhart okay man sounds sweet  you out at the cockpit tonight? think me and some of the boys are heading down
1,STUPid CRAZY FRUitY SwaaG.. lmao wtf.? oh welll ayyyyyyyyyyyyyyyyyyyyye.! okkaaayyyyyyyyyyyy.! Guccci biiiitch... lick the rapper.. 
0,@wilshipley  I am sad... the Dutch localization in DL2 is bad... it's incomplete and has too many truncations...
0,Actually teary from how much positive feedback happened today. Guys  Someone wishes I were their sister. All classes should end like this.
1,"What now.. Hmm. Yes, I have work to do, buuut thee 'streets' r calling. "
0,why is it everyone else can read my horoscope and I cant 
0,Really need to sleep....big day ahead of me tomorrow and the day after! 
0,flamin hot cheeto puffs are burning up my guts 
1,@officialcharice welcome home  take care idol!
1,@naveenaqvi  LOL now you have me confused as well 
1,@DJPSI jus give it to me 
0,@Billabonng don't say that 
1,"Getting ready for school, cant wait for the hmwrk.. yay - says sarcasticly - ... working on a vid tonight probbly upload it tom. "
1,"@orangemoontom Hey, Thomas, I will be up with you over the next 2 days, working the night shift, lol "
0,"@phuckpolitics, damn right. Isn't today the 1 year anniv. of Carlin's death? "
1,Yaaay billy ray is coming to Aus 
1,@dougiemcfly I agree with @NYCStyleGal.  North America pwns.  
1,Had fun at the carnival with the bff  middle school jid are sluts these days! Gonna visit my husband..i miss him&lt;3
0,Did some gardening tonight... something stung my lip.  I look I've tried to invent a 'Do It Yourself Botox Injection' for lips.  
0,"Ow. Battered middle toe with the pole again - and on a basic move too - typical! Stupid class  ah well, it's Thursday!!!"
1,@atxtraveler well all other sodas are 20 euro cents so just pick 
1,"China, Japan on collision course over rare-earth metals http://bit.ly/oQAq  - in other news, Australian dollar is up, up, up "
1,@TheJazzyMikal you tell me 
0,Dreading a super long day today  Gonna be at school until at least 7
1,"Taken photos near lÃ¼beck. Overhearing conversation: &quot;there's a guy from the newspaper, taking photos&quot; "
1,"i don't even care if i don't my new car, and i have 3papers due soon, but i'm feelin really good right now for some reason  &lt;3"
1,My favorite Blog hands down! http://thesartorialist.blogspot.com/  The man knows fashion 
1,Who was it with? relyT? Haha and Im guessing by &quot;Does anyone have any prayer requests?&quot; that your asking me... 
0,i need a second job 
0,@Neil_Pearson Wooopsy!! My bad 
0,I'm reminded how much I miss Pushing Daisies. Thanks ABC for at least airing the last 3 eps. I miss you PD. 
1,@tmohede that's irrelevant. LOL! Let's just use em and make ourselves happy. Hahahaha! 
1,@denvy can try  drop a tweet with ##awaresg_tshirts so i can track orders #awaresg
0,@imalexevans They sell nutella in Canada!? That's amazing. I can't seem to find it in the states... 
1,@kherrylobrien lol. i guess... 
1,@glossymom yeah i am getting to that point. Need a new phone anyway so its gonna happen real soon!! 
0,says i need a taxi asap...  http://plurk.com/p/xuex4
1,@lucasvfa  hey heeey 
0,"@Franzmo I just listened to the link, and my heart broke in 12 million peices. You just ruined my great day "
0,@officialmgnfox Sorry about your day  Hope it gets better
1,Editing some new cool pics from my trip to Malta last year - nice memories!!! 
0,upset bc there are so many bad drivers out on the road today!! 
1,@MarySanOrleans That sounds like fun 
1,"@gerlaineTalk  all is well here. thanx. good to have you with us. we're mainly interested in sharing poetry in any way, shape/form "
1,@LadyCruella   thks free hugs r the best hehe
1,"@souljaboytellem Yessir, That's The Louis V Scarf I Said I Digged, Swagger On Point! "
0,@thefreezepop WEBCAM. Naow? 
1,knows it's going to be a good day today.  next weekends gonna be the bessttt!
1,: EMILY CLAREE why? you need a conversation? 
0,I want some icecream. This sucks 
0,"@jsusgrl me too, really.I kinda wanna cry sometimes when I see her so lonely, like she needs a friend, aww poor bb! she trusted in NR "
1,@girlgamy you're still up  welcome to the night owl club
0,Loungin at Crystal Cove missin my man  What a beautiful day.
0,"@cm_sher I wish I could track down a English audio version for MiD!!  Savage Night is pretty heavy &amp; dark, but has some really hot scenes."
0,"up nuthin to do, cant sleep not feelin to  gd "
